"","datum","x"
"366",2017-03-30,317
"367",2017-03-31,234
"368",2017-04-01,27
"369",2017-04-03,162
"370",2017-04-04,228
"371",2017-04-05,339
"372",2017-04-06,194
"373",2017-04-07,187
"374",2017-04-08,5
"375",2017-04-10,207
"376",2017-04-11,162
"377",2017-04-12,116
"378",2017-04-13,105
"379",2017-04-18,300
"380",2017-04-19,247
"381",2017-04-20,203
"382",2017-04-21,163
"383",2017-04-22,54
"384",2017-04-24,302
"385",2017-04-25,278
"386",2017-04-26,275
"387",2017-04-27,290
"388",2017-04-28,366
"389",2017-04-29,29
"390",2017-05-02,39
"391",2017-05-03,141
"392",2017-05-04,290
"393",2017-05-05,146
"394",2017-05-06,9
"395",2017-05-08,159
"396",2017-05-09,205
"397",2017-05-10,128
"398",2017-05-11,96
"399",2017-05-12,117
"400",2017-05-13,21
"401",2017-05-15,86
"402",2017-05-16,96
"403",2017-05-17,94
"404",2017-05-18,163
"405",2017-05-19,156
"406",2017-05-20,74
"407",2017-05-22,98
"408",2017-05-23,117
"409",2017-05-24,107
"410",2017-05-25,132
"411",2017-05-26,116
"412",2017-05-27,13
"413",2017-05-29,168
"414",2017-05-30,167
"415",2017-05-31,162
"416",2017-06-01,95
"417",2017-06-02,131
"418",2017-06-03,17
"419",2017-06-05,293
"420",2017-06-06,134
"421",2017-06-07,158
"422",2017-06-08,105
"423",2017-06-09,68
"424",2017-06-10,26
"425",2017-06-12,98
"426",2017-06-13,64
"427",2017-06-14,83
"428",2017-06-15,134
"429",2017-06-16,88
"430",2017-06-17,3
"431",2017-06-19,65
"432",2017-06-20,155
"433",2017-06-21,93
"434",2017-06-22,286
"435",2017-06-23,121
"436",2017-06-24,6
"437",2017-06-26,120
"438",2017-06-27,161
"439",2017-06-28,163
"440",2017-06-29,252
"441",2017-06-30,181
"442",2017-07-03,117
"443",2017-07-04,184
"444",2017-07-05,213
"445",2017-07-06,184
"446",2017-07-07,90
"447",2017-07-08,9
"448",2017-07-10,191
"449",2017-07-11,80
"450",2017-07-12,162
"451",2017-07-13,165
"452",2017-07-14,86
"453",2017-07-15,5
"454",2017-07-17,117
"455",2017-07-18,179
"456",2017-07-19,210
"457",2017-07-20,245
"458",2017-07-21,101
"459",2017-07-24,124
"460",2017-07-25,147
"461",2017-07-26,241
"462",2017-07-27,204
"463",2017-07-28,233
"464",2017-07-29,19
"465",2017-07-31,222
"466",2017-08-01,107
"467",2017-08-02,264
"468",2017-08-03,210
"469",2017-08-04,169
"470",2017-08-05,42
"471",2017-08-07,109
"472",2017-08-08,151
"473",2017-08-09,123
"474",2017-08-10,226
"475",2017-08-11,147
"476",2017-08-14,147
"477",2017-08-15,115
"478",2017-08-16,159
"479",2017-08-17,120
"480",2017-08-18,156
"481",2017-08-21,153
"482",2017-08-22,93
"483",2017-08-23,497
"484",2017-08-24,268
"485",2017-08-25,212
"486",2017-08-26,2
"487",2017-08-28,124
"488",2017-08-29,177
"489",2017-08-30,121
"490",2017-08-31,226
"491",2017-09-01,221
"492",2017-09-04,189
"493",2017-09-05,231
"494",2017-09-06,161
"495",2017-09-07,110
"496",2017-09-08,189
"497",2017-09-11,322
"498",2017-09-12,160
"499",2017-09-13,227
"500",2017-09-14,202
"501",2017-09-15,142
"502",2017-09-16,18
"503",2017-09-18,194
"504",2017-09-19,147
"505",2017-09-20,230
"506",2017-09-21,302
"507",2017-09-22,240
"508",2017-09-25,233
"509",2017-09-26,118
"510",2017-09-27,229
"511",2017-09-28,262
"512",2017-09-29,172
"513",2017-09-30,33
"514",2017-10-02,207
"515",2017-10-03,180
"516",2017-10-04,354
"517",2017-10-05,258
"518",2017-10-06,282
"519",2017-10-09,165
"520",2017-10-10,141
"521",2017-10-11,229
"522",2017-10-12,183
"523",2017-10-13,183
"524",2017-10-14,31
"525",2017-10-16,114
"526",2017-10-17,162
"527",2017-10-18,142
"528",2017-10-19,135
"529",2017-10-20,97
"530",2017-10-21,10
"531",2017-10-23,159
"532",2017-10-24,91
"533",2017-10-25,189
"534",2017-10-26,165
"535",2017-10-27,197
"536",2017-10-28,25
"537",2017-10-30,205
"538",2017-10-31,256
"539",2017-11-01,347
"540",2017-11-02,207
"541",2017-11-03,277
"542",2017-11-04,3
"543",2017-11-06,182
"544",2017-11-07,199
"545",2017-11-08,140
"546",2017-11-09,135
"547",2017-11-10,122
"548",2017-11-13,141
"549",2017-11-14,148
"550",2017-11-15,138
"551",2017-11-16,57
"552",2017-11-17,69
"553",2017-11-18,7
"554",2017-11-20,200
"555",2017-11-21,293
"556",2017-11-22,243
"557",2017-11-23,150
"558",2017-11-24,84
"559",2017-11-25,16
"560",2017-11-27,322
"561",2017-11-28,266
"562",2017-11-29,203
"563",2017-11-30,95
"564",2017-12-01,262
"565",2017-12-02,5
"566",2017-12-04,393
"567",2017-12-05,166
"568",2017-12-06,148
"569",2017-12-07,144
"570",2017-12-08,56
"571",2017-12-09,86
"572",2017-12-11,176
"573",2017-12-12,192
"574",2017-12-13,263
"575",2017-12-14,189
"576",2017-12-15,116
"577",2017-12-16,25
"578",2017-12-18,109
"579",2017-12-19,88
"580",2017-12-20,212
"581",2017-12-21,190
"582",2017-12-22,206
"583",2017-12-23,22
"584",2017-12-25,303
"585",2017-12-26,453
"586",2017-12-27,330
"587",2017-12-28,290
"588",2017-12-29,170
"589",2018-01-03,356
"590",2018-01-04,340
"591",2018-01-05,351
"592",2018-01-08,126
"593",2018-01-09,266
"594",2018-01-10,228
"595",2018-01-11,332
"596",2018-01-12,193
"597",2018-01-13,68
"598",2018-01-15,264
"599",2018-01-16,338
"600",2018-01-17,251
"601",2018-01-18,342
"602",2018-01-19,187
"603",2018-01-20,7
"604",2018-01-22,317
"605",2018-01-23,306
"606",2018-01-24,413
"607",2018-01-25,206
"608",2018-01-26,457
"609",2018-01-27,46
"610",2018-01-29,473
"611",2018-01-30,527
"612",2018-01-31,476
"613",2018-02-01,667
"614",2018-02-02,404
"615",2018-02-03,33
"616",2018-02-05,301
"617",2018-02-06,265
"618",2018-02-07,277
"619",2018-02-08,159
"620",2018-02-09,199
"621",2018-02-12,278
"622",2018-02-13,264
"623",2018-02-14,291
"624",2018-02-16,14
"625",2018-02-19,285
"626",2018-02-20,198
"627",2018-02-21,282
"628",2018-02-22,334
"629",2018-02-23,231
"630",2018-02-24,29
"631",2018-02-26,372
"632",2018-02-27,295
"633",2018-02-28,383
"634",2018-03-01,271
"635",2018-03-02,184
"636",2018-03-03,33
"637",2018-03-05,340
"638",2018-03-06,266
"639",2018-03-07,236
"640",2018-03-08,222
"641",2018-03-09,212
"642",2018-03-10,4
"643",2018-03-12,114
"644",2018-03-13,278
"645",2018-03-14,198
"646",2018-03-15,141
"647",2018-03-16,261
"648",2018-03-17,30
"649",2018-03-19,202
"650",2018-03-20,187
"651",2018-03-21,156
"652",2018-03-22,129
"653",2018-03-23,179
"654",2018-03-24,31
"655",2018-03-26,181
"656",2018-03-27,270
"657",2018-03-28,254
"658",2018-03-29,216
"659",2018-03-30,291
"660",2018-03-31,79
"661",2018-04-02,295
"662",2018-04-03,351
"663",2018-04-04,190
"664",2018-04-05,179
"665",2018-04-10,158
"666",2018-04-11,148
"667",2018-04-12,195
"668",2018-04-13,195
"669",2018-04-16,121
"670",2018-04-17,262
"671",2018-04-18,200
"672",2018-04-19,234
"673",2018-04-20,153
"674",2018-04-21,4
"675",2018-04-23,275
"676",2018-04-24,309
"677",2018-04-25,316
"678",2018-04-26,524
"679",2018-04-27,414
"680",2018-04-28,37
"681",2018-04-30,305
"682",2018-05-03,408
"683",2018-05-04,117
"684",2018-05-07,119
"685",2018-05-08,160
"686",2018-05-09,161
"687",2018-05-10,210
"688",2018-05-11,136
"689",2018-05-14,144
"690",2018-05-15,190
"691",2018-05-16,108
"692",2018-05-17,199
"693",2018-05-18,197
"694",2018-05-19,9
"695",2018-05-21,169
"696",2018-05-22,49
"697",2018-05-23,199
"698",2018-05-24,240
"699",2018-05-25,174
"700",2018-05-26,3
"701",2018-05-28,143
"702",2018-05-29,179
"703",2018-05-30,337
"704",2018-05-31,258
"705",2018-06-01,220
"706",2018-06-02,51
"707",2018-06-04,280
"708",2018-06-05,183
"709",2018-06-06,132
"710",2018-06-07,237
"711",2018-06-08,178
"712",2018-06-09,9
"713",2018-06-11,178
"714",2018-06-12,132
"715",2018-06-13,92
"716",2018-06-14,140
"717",2018-06-15,286
"718",2018-06-18,63
"719",2018-06-19,169
"720",2018-06-20,110
"721",2018-06-21,87
"722",2018-06-22,93
"723",2018-06-25,209
"724",2018-06-26,119
"725",2018-06-27,138
"726",2018-06-28,158
"727",2018-06-29,116
"728",2018-06-30,21
"729",2018-07-02,128
"730",2018-07-03,116
"731",2018-07-04,127
"732",2018-07-05,152
"733",2018-07-06,170
