"","datum","x"
"517",2017-12-22,27
"518",2017-12-25,31
"519",2017-12-26,22
"520",2017-12-27,57
"521",2017-12-28,30
"522",2017-12-29,86
"523",2018-01-02,6
"524",2018-01-03,21
"525",2018-01-04,17
"526",2018-01-05,25
"527",2018-01-08,36
"528",2018-01-09,98
"529",2018-01-10,139
"530",2018-01-11,164
"531",2018-01-12,420
"532",2018-01-13,230
"533",2018-01-15,416
"534",2018-01-16,88
"535",2018-01-17,104
"536",2018-01-18,87
"537",2018-01-19,69
"538",2018-01-20,3
"539",2018-01-22,116
"540",2018-01-23,94
"541",2018-01-24,135
"542",2018-01-25,15
"543",2018-01-26,87
"544",2018-01-27,17
"545",2018-01-29,39
"546",2018-01-30,93
"547",2018-01-31,8
"548",2018-02-01,34
"549",2018-02-02,44
"550",2018-02-03,43
"551",2018-02-05,81
"552",2018-02-06,60
"553",2018-02-07,150
"554",2018-02-08,111
"555",2018-02-09,92
"556",2018-02-10,5
"557",2018-02-12,229
"558",2018-02-13,288
"559",2018-02-14,253
"560",2018-02-15,29
"561",2018-02-16,28
"562",2018-02-17,39
"563",2018-02-19,153
"564",2018-02-20,15
"565",2018-02-21,44
"566",2018-02-22,25
"567",2018-02-23,24
"568",2018-02-26,78
"569",2018-02-27,15
"570",2018-02-28,45
"571",2018-03-01,2
"572",2018-03-02,42
"573",2018-03-05,116
"574",2018-03-06,99
"575",2018-03-07,59
"576",2018-03-08,177
"577",2018-03-09,49
"578",2018-03-12,164
"579",2018-03-13,162
"580",2018-03-14,214
"581",2018-03-15,161
"582",2018-03-16,47
"583",2018-03-19,43
"584",2018-03-20,11
"585",2018-03-21,79
"586",2018-03-22,6
"587",2018-03-23,8
"588",2018-03-26,48
"589",2018-03-27,106
"590",2018-03-28,39
"591",2018-03-29,8
"592",2018-03-30,2
"593",2018-04-02,35
"594",2018-04-03,8
"595",2018-04-04,43
"596",2018-04-05,24
"597",2018-04-09,2
"598",2018-04-10,53
"599",2018-04-11,111
"600",2018-04-12,150
"601",2018-04-13,131
"602",2018-04-14,59
"603",2018-04-16,228
"604",2018-04-17,74
"605",2018-04-18,53
"606",2018-04-19,12
"607",2018-04-20,45
"608",2018-04-23,36
"609",2018-04-24,57
"610",2018-04-25,84
"611",2018-04-26,24
"612",2018-04-27,32
"613",2018-04-30,49
"614",2018-05-03,44
"615",2018-05-04,2
"616",2018-05-07,3
"617",2018-05-08,56
"618",2018-05-09,12
"619",2018-05-10,114
"620",2018-05-11,189
"621",2018-05-12,50
"622",2018-05-14,167
"623",2018-05-15,154
"624",2018-05-16,20
"625",2018-05-17,7
"626",2018-05-18,53
"627",2018-05-21,23
"628",2018-05-22,7
"629",2018-05-23,33
"630",2018-05-24,39
"631",2018-05-25,2
"632",2018-05-28,13
"633",2018-05-29,6
"634",2018-05-30,11
"635",2018-05-31,13
"636",2018-06-01,7
"637",2018-06-04,56
"638",2018-06-05,40
"639",2018-06-06,72
"640",2018-06-07,57
"641",2018-06-08,68
"642",2018-06-09,11
"643",2018-06-11,58
"644",2018-06-12,82
"645",2018-06-13,94
"646",2018-06-14,178
"647",2018-06-15,159
"648",2018-06-16,10
"649",2018-06-18,59
"650",2018-06-19,47
"651",2018-06-20,47
"652",2018-06-21,12
"653",2018-06-22,23
"654",2018-06-25,66
"655",2018-06-26,10
"656",2018-06-27,7
"657",2018-06-28,16
"658",2018-06-29,124
"659",2018-06-30,19
"660",2018-07-02,198
"661",2018-07-03,192
"662",2018-07-04,226
"663",2018-07-05,147
"664",2018-07-06,172
"665",2018-07-07,56
"666",2018-07-09,295
"667",2018-07-10,375
"668",2018-07-11,311
"669",2018-07-12,238
"670",2018-07-13,257
"671",2018-07-14,108
"672",2018-07-16,381
"673",2018-07-17,333
"674",2018-07-18,250
"675",2018-07-19,291
"676",2018-07-20,246
"677",2018-07-21,16
"678",2018-07-22,9
"679",2018-07-23,229
"680",2018-07-24,482
"681",2018-07-25,301
"682",2018-07-26,326
"683",2018-07-27,184
"684",2018-07-28,18
"685",2018-07-30,154
"686",2018-07-31,269
"687",2018-08-01,270
"688",2018-08-02,284
"689",2018-08-03,247
"690",2018-08-04,46
"691",2018-08-06,416
"692",2018-08-07,522
"693",2018-08-08,505
"694",2018-08-09,815
"695",2018-08-10,628
"696",2018-08-11,169
"697",2018-08-13,1066
"698",2018-08-14,1631
"699",2018-08-15,1259
"700",2018-08-16,220
"701",2018-08-17,113
"702",2018-08-18,4
"703",2018-08-20,18
"704",2018-08-21,114
"705",2018-08-22,103
"706",2018-08-23,58
"707",2018-08-24,98
"708",2018-08-27,22
"709",2018-08-28,89
"710",2018-08-29,56
"711",2018-08-30,109
"712",2018-08-31,136
"713",2018-09-01,12
"714",2018-09-03,105
"715",2018-09-04,135
"716",2018-09-05,76
"717",2018-09-06,92
"718",2018-09-07,133
"719",2018-09-08,4
"720",2018-09-10,149
"721",2018-09-11,246
"722",2018-09-12,296
"723",2018-09-13,462
"724",2018-09-14,674
"725",2018-09-15,123
"726",2018-09-17,716
"727",2018-09-18,100
"728",2018-09-19,105
"729",2018-09-20,25
"730",2018-09-21,47
"731",2018-09-22,2
"732",2018-09-24,14
"733",2018-09-25,56
"734",2018-09-26,51
"735",2018-09-27,93
"736",2018-09-28,89
"737",2018-09-29,7
"738",2018-10-01,86
"739",2018-10-02,105
"740",2018-10-03,158
"741",2018-10-04,129
"742",2018-10-05,188
"743",2018-10-06,11
"744",2018-10-08,234
"745",2018-10-09,160
"746",2018-10-10,275
"747",2018-10-11,572
"748",2018-10-12,650
"749",2018-10-13,87
"750",2018-10-15,956
"751",2018-10-16,84
"752",2018-10-17,42
"753",2018-10-18,4
"754",2018-10-19,42
"755",2018-10-20,20
"756",2018-10-22,67
"757",2018-10-23,4
"758",2018-10-24,28
"759",2018-10-25,30
"760",2018-10-26,67
"761",2018-10-29,48
"762",2018-10-30,50
"763",2018-10-31,74
"764",2018-11-01,68
"765",2018-11-02,24
"766",2018-11-03,10
"767",2018-11-05,68
"768",2018-11-06,65
"769",2018-11-07,141
"770",2018-11-08,133
"771",2018-11-09,168
"772",2018-11-10,23
"773",2018-11-12,47
"774",2018-11-13,418
"775",2018-11-14,458
"776",2018-11-15,628
"777",2018-11-16,17
"778",2018-11-19,17
"779",2018-11-20,32
"780",2018-11-21,2
"781",2018-11-22,29
"782",2018-11-23,79
"783",2018-11-24,10
"784",2018-11-26,124
"785",2018-11-27,41
"786",2018-11-28,146
"787",2018-11-29,67
"788",2018-11-30,79
"789",2018-12-03,211
"790",2018-12-04,39
"791",2018-12-05,66
"792",2018-12-06,105
"793",2018-12-07,115
"794",2018-12-10,75
"795",2018-12-11,194
"796",2018-12-12,316
"797",2018-12-13,248
"798",2018-12-14,467
"799",2018-12-15,14
"800",2018-12-17,421
"801",2018-12-18,103
"802",2018-12-19,51
"803",2018-12-20,21
"804",2018-12-21,83
"805",2018-12-22,6
"806",2018-12-24,133
"807",2018-12-25,63
"808",2018-12-26,104
"809",2018-12-27,30
"810",2018-12-28,68
"811",2018-12-31,24
