"","datum","x"
"509",2017-11-03,74
"510",2017-11-04,4
"511",2017-11-06,43
"512",2017-11-07,57
"513",2017-11-08,96
"514",2017-11-09,28
"515",2017-11-10,26
"516",2017-11-13,102
"517",2017-11-14,15
"518",2017-11-15,33
"519",2017-11-16,50
"520",2017-11-17,15
"521",2017-11-20,55
"522",2017-11-21,73
"523",2017-11-22,25
"524",2017-11-23,51
"525",2017-11-24,43
"526",2017-11-27,33
"527",2017-11-28,53
"528",2017-11-29,88
"529",2017-11-30,52
"530",2017-12-01,62
"531",2017-12-02,10
"532",2017-12-04,89
"533",2017-12-05,76
"534",2017-12-06,154
"535",2017-12-07,78
"536",2017-12-08,110
"537",2017-12-09,51
"538",2017-12-11,100
"539",2017-12-12,33
"540",2017-12-13,51
"541",2017-12-14,46
"542",2017-12-15,145
"543",2017-12-16,14
"544",2017-12-18,48
"545",2017-12-19,37
"546",2017-12-20,77
"547",2017-12-21,67
"548",2017-12-22,85
"549",2017-12-25,10
"550",2017-12-26,65
"551",2017-12-27,8
"552",2017-12-28,42
"553",2017-12-29,78
"554",2018-01-01,1
"555",2018-01-02,46
"556",2018-01-03,188
"557",2018-01-04,120
"558",2018-01-05,202
"559",2018-01-06,11
"560",2018-01-08,59
"561",2018-01-09,179
"562",2018-01-10,74
"563",2018-01-11,122
"564",2018-01-12,164
"565",2018-01-13,17
"566",2018-01-15,93
"567",2018-01-16,171
"568",2018-01-17,214
"569",2018-01-18,152
"570",2018-01-19,189
"571",2018-01-20,22
"572",2018-01-22,67
"573",2018-01-23,320
"574",2018-01-24,136
"575",2018-01-25,82
"576",2018-01-26,67
"577",2018-01-27,1
"578",2018-01-29,57
"579",2018-01-30,15
"580",2018-01-31,81
"581",2018-02-01,93
"582",2018-02-02,82
"583",2018-02-03,31
"584",2018-02-05,142
"585",2018-02-06,86
"586",2018-02-07,270
"587",2018-02-08,147
"588",2018-02-09,192
"589",2018-02-12,208
"590",2018-02-13,156
"591",2018-02-14,80
"592",2018-02-15,56
"593",2018-02-16,69
"594",2018-02-17,39
"595",2018-02-19,204
"596",2018-02-20,230
"597",2018-02-21,321
"598",2018-02-22,251
"599",2018-02-23,140
"600",2018-02-24,133
"601",2018-02-26,201
"602",2018-02-27,326
"603",2018-02-28,122
"604",2018-03-01,109
"605",2018-03-02,182
"606",2018-03-05,32
"607",2018-03-06,95
"608",2018-03-07,51
"609",2018-03-08,49
"610",2018-03-09,58
"611",2018-03-12,125
"612",2018-03-13,63
"613",2018-03-14,67
"614",2018-03-15,94
"615",2018-03-16,72
"616",2018-03-19,112
"617",2018-03-20,64
"618",2018-03-21,101
"619",2018-03-22,55
"620",2018-03-23,57
"621",2018-03-26,47
"622",2018-03-27,51
"623",2018-03-28,67
"624",2018-03-29,13
"625",2018-03-30,98
"626",2018-04-02,51
"627",2018-04-03,69
"628",2018-04-04,117
"629",2018-04-05,41
"630",2018-04-10,59
"631",2018-04-11,104
"632",2018-04-12,69
