"","datum","x"
"438",2017-06-30,6
"439",2017-07-01,30
"440",2017-07-03,26
"441",2017-07-04,9
"442",2017-07-05,81
"443",2017-07-06,12
"444",2017-07-07,62
"445",2017-07-08,22
"446",2017-07-10,52
"447",2017-07-11,127
"448",2017-07-12,60
"449",2017-07-13,29
"450",2017-07-14,110
"451",2017-07-15,32
"452",2017-07-17,66
"453",2017-07-18,95
"454",2017-07-19,117
"455",2017-07-20,62
"456",2017-07-21,31
"457",2017-07-22,11
"458",2017-07-24,8
"459",2017-07-25,24
"460",2017-07-26,64
"461",2017-07-27,48
"462",2017-07-28,49
"463",2017-07-29,22
"464",2017-07-31,44
"465",2017-08-01,24
"466",2017-08-03,31
"467",2017-08-04,55
"468",2017-08-05,13
"469",2017-08-07,60
"470",2017-08-08,91
"471",2017-08-09,37
"472",2017-08-10,11
"473",2017-08-11,92
"474",2017-08-12,10
"475",2017-08-14,88
"476",2017-08-15,19
"477",2017-08-16,39
"478",2017-08-17,97
"479",2017-08-18,35
"480",2017-08-19,19
"481",2017-08-21,22
"482",2017-08-22,34
"483",2017-08-23,29
"484",2017-08-24,66
"485",2017-08-25,41
"486",2017-08-26,50
"487",2017-08-28,15
"488",2017-08-29,33
"489",2017-08-30,44
"490",2017-08-31,111
"491",2017-09-01,39
"492",2017-09-02,31
"493",2017-09-04,56
"494",2017-09-05,36
"495",2017-09-06,48
"496",2017-09-07,38
"497",2017-09-08,29
"498",2017-09-09,6
"499",2017-09-11,53
"500",2017-09-12,38
"501",2017-09-13,48
"502",2017-09-14,48
"503",2017-09-15,26
"504",2017-09-16,14
"505",2017-09-18,33
"506",2017-09-19,154
"507",2017-09-20,82
"508",2017-09-21,5
"509",2017-09-22,30
"510",2017-09-23,25
"511",2017-09-25,61
"512",2017-09-26,100
"513",2017-09-27,87
"514",2017-09-28,82
"515",2017-09-29,14
"516",2017-09-30,35
"517",2017-10-02,91
"518",2017-10-03,34
"519",2017-10-04,9
"520",2017-10-05,6
"521",2017-10-06,25
"522",2017-10-07,13
"523",2017-10-10,65
"524",2017-10-11,34
"525",2017-10-12,55
"526",2017-10-13,45
"527",2017-10-14,73
"528",2017-10-16,62
"529",2017-10-17,67
"530",2017-10-18,24
"531",2017-10-19,39
"532",2017-10-20,21
"533",2017-10-21,10
"534",2017-10-23,26
"535",2017-10-24,48
"536",2017-10-25,10
"537",2017-10-26,20
"538",2017-10-27,27
"539",2017-10-30,22
"540",2017-10-31,29
"541",2017-11-01,37
"542",2017-11-02,19
"543",2017-11-03,32
"544",2017-11-04,47
"545",2017-11-06,92
"546",2017-11-07,101
"547",2017-11-08,39
"548",2017-11-09,39
"549",2017-11-10,48
"550",2017-11-13,61
"551",2017-11-14,13
"552",2017-11-15,53
"553",2017-11-16,133
"554",2017-11-17,19
"555",2017-11-18,7
"556",2017-11-20,88
"557",2017-11-21,9
"558",2017-11-22,19
"559",2017-11-23,68
"560",2017-11-24,9
"561",2017-11-25,56
"562",2017-11-27,134
"563",2017-11-28,22
"564",2017-11-29,65
"565",2017-11-30,16
"566",2017-12-01,62
"567",2017-12-02,28
"568",2017-12-04,34
"569",2017-12-05,41
"570",2017-12-06,64
"571",2017-12-07,32
"572",2017-12-08,40
"573",2017-12-09,12
"574",2017-12-11,103
"575",2017-12-12,57
"576",2017-12-13,53
"577",2017-12-14,27
"578",2017-12-15,98
"579",2017-12-16,47
"580",2017-12-18,138
"581",2017-12-19,58
"582",2017-12-20,60
"583",2017-12-21,45
"584",2017-12-22,60
"585",2017-12-23,51
"586",2017-12-25,99
"587",2017-12-26,108
"588",2017-12-27,100
"589",2017-12-28,67
"590",2017-12-29,82
"591",2017-12-30,67
"592",2018-01-01,18
"593",2018-01-02,60
"594",2018-01-03,229
"595",2018-01-04,150
"596",2018-01-05,128
"597",2018-01-06,3
"598",2018-01-08,85
"599",2018-01-09,160
"600",2018-01-10,125
"601",2018-01-11,68
"602",2018-01-12,113
"603",2018-01-13,8
"604",2018-01-15,45
"605",2018-01-16,47
"606",2018-01-17,33
"607",2018-01-18,90
"608",2018-01-19,31
"609",2018-01-20,31
"610",2018-01-22,41
"611",2018-01-23,25
"612",2018-01-24,98
"613",2018-01-25,81
"614",2018-01-26,31
"615",2018-01-29,69
"616",2018-01-30,25
"617",2018-01-31,54
"618",2018-02-01,80
"619",2018-02-02,12
"620",2018-02-03,16
"621",2018-02-05,55
"622",2018-02-06,27
"623",2018-02-07,90
"624",2018-02-08,94
"625",2018-02-09,96
"626",2018-02-10,4
"627",2018-02-12,53
"628",2018-02-13,3
"629",2018-02-14,10
"630",2018-02-15,72
"631",2018-02-16,5
"632",2018-02-19,95
"633",2018-02-20,206
"634",2018-02-21,96
"635",2018-02-22,206
"636",2018-02-23,105
"637",2018-02-26,36
"638",2018-02-27,57
"639",2018-02-28,42
"640",2018-03-01,23
"641",2018-03-02,44
"642",2018-03-03,31
"643",2018-03-05,51
"644",2018-03-06,57
"645",2018-03-07,39
"646",2018-03-08,29
"647",2018-03-09,33
"648",2018-03-10,19
"649",2018-03-12,55
"650",2018-03-13,18
"651",2018-03-14,116
"652",2018-03-15,46
"653",2018-03-16,20
"654",2018-03-17,6
"655",2018-03-19,52
"656",2018-03-20,93
"657",2018-03-21,30
"658",2018-03-22,70
"659",2018-03-23,10
"660",2018-03-24,24
"661",2018-03-26,35
"662",2018-03-27,18
"663",2018-03-28,13
"664",2018-03-29,18
"665",2018-03-30,11
"666",2018-03-31,29
"667",2018-04-02,100
"668",2018-04-03,52
"669",2018-04-04,58
"670",2018-04-05,37
"671",2018-04-10,228
"672",2018-04-11,53
"673",2018-04-12,49
"674",2018-04-13,92
"675",2018-04-14,63
"676",2018-04-16,88
"677",2018-04-17,85
"678",2018-04-18,45
"679",2018-04-19,39
"680",2018-04-20,38
"681",2018-04-23,17
"682",2018-04-24,39
"683",2018-04-25,53
"684",2018-04-26,43
"685",2018-04-27,35
"686",2018-04-28,32
"687",2018-04-30,55
"688",2018-05-01,1
"689",2018-05-02,14
"690",2018-05-03,92
"691",2018-05-04,36
"692",2018-05-05,5
"693",2018-05-07,46
"694",2018-05-08,71
"695",2018-05-09,43
"696",2018-05-10,56
"697",2018-05-11,39
"698",2018-05-12,39
"699",2018-05-14,48
"700",2018-05-15,80
"701",2018-05-16,61
"702",2018-05-17,81
"703",2018-05-18,42
"704",2018-05-19,61
"705",2018-05-21,30
"706",2018-05-22,13
"707",2018-05-23,31
"708",2018-05-24,30
"709",2018-05-25,20
"710",2018-05-26,10
"711",2018-05-27,6
"712",2018-05-28,45
"713",2018-05-29,14
"714",2018-05-30,105
"715",2018-05-31,93
"716",2018-06-01,97
"717",2018-06-02,7
"718",2018-06-04,27
"719",2018-06-05,57
"720",2018-06-06,53
"721",2018-06-07,76
"722",2018-06-08,24
"723",2018-06-09,37
"724",2018-06-11,69
"725",2018-06-12,66
"726",2018-06-13,107
"727",2018-06-14,56
"728",2018-06-15,33
"729",2018-06-16,9
"730",2018-06-18,31
"731",2018-06-19,65
"732",2018-06-20,20
"733",2018-06-21,64
"734",2018-06-22,13
"735",2018-06-23,25
"736",2018-06-25,28
"737",2018-06-26,30
"738",2018-06-27,22
"739",2018-06-29,17
"740",2018-06-30,12
"741",2018-07-02,28
"742",2018-07-03,92
"743",2018-07-04,13
"744",2018-07-05,70
"745",2018-07-06,32
"746",2018-07-07,23
"747",2018-07-09,56
"748",2018-07-10,89
"749",2018-07-11,47
"750",2018-07-12,28
"751",2018-07-13,32
"752",2018-07-14,70
"753",2018-07-16,39
"754",2018-07-17,152
"755",2018-07-18,33
"756",2018-07-19,68
"757",2018-07-20,38
"758",2018-07-21,5
"759",2018-07-23,61
"760",2018-07-24,73
"761",2018-07-25,47
"762",2018-07-26,36
"763",2018-07-27,70
"764",2018-07-28,16
"765",2018-07-30,45
"766",2018-07-31,15
"767",2018-08-01,37
"768",2018-08-02,113
"769",2018-08-03,52
"770",2018-08-04,24
"771",2018-08-06,59
"772",2018-08-07,60
"773",2018-08-08,67
"774",2018-08-09,23
"775",2018-08-10,27
"776",2018-08-11,5
"777",2018-08-13,91
"778",2018-08-14,191
"779",2018-08-15,66
"780",2018-08-16,64
"781",2018-08-17,146
"782",2018-08-18,16
"783",2018-08-20,131
"784",2018-08-21,10
"785",2018-08-23,7
"786",2018-08-24,70
"787",2018-08-27,40
"788",2018-08-28,16
"789",2018-08-29,14
"790",2018-08-30,36
"791",2018-08-31,136
"792",2018-09-01,28
"793",2018-09-03,83
"794",2018-09-04,161
"795",2018-09-05,75
"796",2018-09-06,73
"797",2018-09-07,18
"798",2018-09-08,52
"799",2018-09-10,42
"800",2018-09-11,9
"801",2018-09-12,79
"802",2018-09-13,42
"803",2018-09-15,22
"804",2018-09-17,29
"805",2018-09-18,20
"806",2018-09-19,86
"807",2018-09-20,18
"808",2018-09-21,19
"809",2018-09-22,7
"810",2018-09-24,20
"811",2018-09-25,9
"812",2018-09-26,3
"813",2018-09-27,148
"814",2018-09-28,57
"815",2018-10-01,60
"816",2018-10-02,19
"817",2018-10-04,49
"818",2018-10-05,64
"819",2018-10-06,15
"820",2018-10-08,29
"821",2018-10-09,73
"822",2018-10-10,37
"823",2018-10-11,22
"824",2018-10-12,72
"825",2018-10-13,180
"826",2018-10-14,30
"827",2018-10-15,15
"828",2018-10-16,30
"829",2018-10-17,35
"830",2018-10-18,60
"831",2018-10-19,10
"832",2018-10-20,22
"833",2018-10-22,13
"834",2018-10-23,16
"835",2018-10-24,199
"836",2018-10-25,35
"837",2018-10-26,7
"838",2018-10-29,133
"839",2018-10-30,185
"840",2018-10-31,46
"841",2018-11-01,77
"842",2018-11-02,86
"843",2018-11-05,34
"844",2018-11-06,17
"845",2018-11-08,49
"846",2018-11-09,117
"847",2018-11-12,70
"848",2018-11-13,72
"849",2018-11-14,107
"850",2018-11-15,2
"851",2018-11-16,10
"852",2018-11-17,22
"853",2018-11-19,29
"854",2018-11-20,61
"855",2018-11-21,33
"856",2018-11-22,20
"857",2018-11-23,45
"858",2018-11-24,3
"859",2018-11-26,58
"860",2018-11-27,66
"861",2018-11-28,68
"862",2018-11-29,30
"863",2018-11-30,90
"864",2018-12-01,11
"865",2018-12-03,50
"866",2018-12-04,150
"867",2018-12-05,136
"868",2018-12-06,40
"869",2018-12-08,10
"870",2018-12-10,38
"871",2018-12-11,74
"872",2018-12-12,74
"873",2018-12-13,49
"874",2018-12-14,24
"875",2018-12-15,6
"876",2018-12-17,19
"877",2018-12-18,56
"878",2018-12-19,39
"879",2018-12-20,131
"880",2018-12-21,62
"881",2018-12-22,39
"882",2018-12-24,107
"883",2018-12-25,20
"884",2018-12-26,10
"885",2018-12-27,115
"886",2018-12-28,108
"887",2018-12-29,17
"888",2018-12-31,172
